customer_id,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment,Weighted_RFM_Score,Advanced_Segment,email,first_name,last_name
2053.0,319,4,1198.6200000000001,2,4,4,10,Loyal,14,Loyal Customers,sigrid.vaher@yahoo.com,Sigrid,Vaher
2054.0,277,4,913.91,2,4,3,9,Potential,12,Regular Customers,aili.veski@mail.ee,Aili,Veski
2055.0,92,2,494.63,4,1,2,7,Potential,9,New Customers,rain.salu@gmail.com,Rain,Salu
2056.0,29,3,226.03,5,3,1,9,Potential,10,New Customers,hille.kull@yahoo.com,Hille,Kull
2058.0,11,1,312.26,5,1,1,7,Potential,8,New Customers,laura.vaher@telia.ee,Laura,Vaher
2059.0,81,4,1044.97,4,4,4,12,Loyal,16,Loyal Customers,tiina.jarv@telia.ee,Tiina,Järv
2061.0,681,1,57.08,1,1,1,3,Lost,4,Lost,toomas.rosin@gmail.com,Toomas,Rosin
2062.0,71,2,387.70000000000005,4,1,2,7,Potential,9,New Customers,triin.lill@mail.ee,Triin,Lill
2063.0,332,1,81.48,1,1,1,3,Lost,4,Lost,juri.roots@gmail.com,Jüri,Roots
2064.0,192,5,1049.77,3,4,4,11,Loyal,15,Loyal Customers,vaino.kuusik@hot.ee,Väino,Kuusik
2065.0,220,1,45.21,2,1,1,4,At Risk,5,At Risk,priit.tammik@telia.ee,Priit,Tammik
2066.0,241,2,351.95000000000005,2,1,2,5,At Risk,7,At Risk,lauri.paju@telia.ee,Lauri,Paju
2067.0,115,3,709.47,4,3,3,10,Loyal,13,Regular Customers,marko.parn@hot.ee,Marko,Pärn
2068.0,256,4,1291.04,2,4,4,10,Loyal,14,Loyal Customers,ulle.valk@outlook.com,Ülle,Valk
2069.0,23,4,1310.02,5,4,4,13,VIP Champions,17,VIP Champions,erkki.luik@yahoo.com,Erkki,Luik
2070.0,27,5,1741.54,5,4,5,14,VIP Champions,19,VIP Champions,pille.rebane@gmail.com,Pille,Rebane
2071.0,289,5,493.20000000000005,2,4,2,8,Potential,10,New Customers,tarmo.pold@outlook.com,Tarmo,Põld
2072.0,17,2,541.34,5,1,2,8,Potential,10,New Customers,,Heino,Tammik
2073.0,401,2,2233.7000000000003,1,1,5,7,Potential,12,Regular Customers,madis.roots@mail.ee,Madis,Roots
2074.0,526,2,592.01,1,1,2,4,At Risk,6,At Risk,kalev.raud@hot.ee,Kalev,Raud
2075.0,69,3,581.54,4,3,2,9,Potential,11,Regular Customers,piret.looke@outlook.com,Piret,Lõoke
2076.0,401,1,351.62,1,1,2,4,At Risk,6,At Risk,terje.nurk@hot.ee,Terje,Nurk
2077.0,59,4,1632.05,5,4,5,14,VIP Champions,19,VIP Champions,siim.must@outlook.com,Siim,Must
2078.0,539,4,1363.72,1,4,4,9,Potential,13,Regular Customers,aili.paas@yahoo.com,Aili,Paas
2079.0,160,2,187.20999999999998,3,1,1,5,At Risk,6,At Risk,tiit.talvik@gmail.com,Tiit,Talvik
2080.0,198,3,1063.2,3,3,4,10,Loyal,14,Loyal Customers,tiina.kangur@gmail.com,Tiina,Kangur
2081.0,334,3,792.99,1,3,3,7,Potential,10,New Customers,kaido.lass@telia.ee,Kaido,Lass
2082.0,151,2,520.61,3,1,2,6,At Risk,8,New Customers,kristi.rebane@hot.ee,Kristi,Rebane
2083.0,1,2,605.69,5,1,2,8,Potential,10,New Customers,heino.kuusk@mail.ee,Heino,Kuusk
2084.0,169,3,826.15,3,3,3,9,Potential,12,Regular Customers,grete.must@yahoo.com,Grete,Must
2085.0,65,4,606.26,4,4,2,10,Loyal,12,Regular Customers,henri.lill@gmail.com,Henri,Lill
2087.0,208,3,936.1800000000001,2,3,3,8,Potential,11,Regular Customers,taavi.sepp@telia.ee,Taavi,Sepp
2088.0,171,1,439.66,3,1,2,6,At Risk,8,New Customers,,Pille,Paas
2090.0,189,3,935.06,3,3,3,9,Potential,12,Regular Customers,taavi.koppel@yahoo.com,Taavi,Koppel
2091.0,206,2,1216.95,2,1,4,7,Potential,11,Regular Customers,rasmus.magi@mail.ee,Rasmus,Mägi
2092.0,315,1,405.04,2,1,2,5,At Risk,7,At Risk,ene.pihl@telia.ee,Ene,Pihl
2093.0,432,4,1511.21,1,4,5,10,Loyal,15,Loyal Customers,merike.luik@gmail.com,Merike,Luik
2095.0,389,5,1055.76,1,4,4,9,Potential,13,Regular Customers,madis.lill@telia.ee,Madis,Lill
2096.0,286,4,1000.87,2,4,4,10,Loyal,14,Loyal Customers,reet.laas@gmail.com,Reet,Laas
2097.0,123,6,895.68,3,5,3,11,Loyal,14,Loyal Customers,kati.aas@telia.ee,Kati,Aas
2098.0,191,1,225.36,3,1,1,5,At Risk,6,At Risk,karin.rebane@hot.ee,Karin,Rebane
2099.0,106,6,1421.22,4,5,4,13,VIP Champions,17,VIP Champions,madis.toom@gmail.com,Madis,Toom
2100.0,322,1,80.39,2,1,1,4,At Risk,5,At Risk,rein.arro@hot.ee,Rein,Arro
2101.0,655,1,151.08,1,1,1,3,Lost,4,Lost,marko.magi@yahoo.com,Marko,Mägi
2103.0,186,2,312.33000000000004,3,1,1,5,At Risk,6,At Risk,kadri.kivi@gmail.com,Kadri,Kivi
2104.0,182,4,1285.72,3,4,4,11,Loyal,15,Loyal Customers,sandra.lass@mail.ee,Sandra,Lass
2106.0,26,3,692.29,5,3,3,11,Loyal,14,Loyal Customers,arvo.kull@hot.ee,Arvo,Kull
2107.0,188,3,997.6400000000001,3,3,4,10,Loyal,14,Loyal Customers,,Heino,Rosin
2108.0,112,6,2169.41,4,5,5,14,VIP Champions,19,VIP Champions,vaino.nurk@mail.ee,Väino,Nurk
2109.0,240,1,121.51,2,1,1,4,At Risk,5,At Risk,toomas.mannik@telia.ee,Toomas,Männik
2110.0,413,5,525.78,1,4,2,7,Potential,9,New Customers,kristi.talvik@outlook.com,Kristi,Talvik
2111.0,125,3,1918.08,3,3,5,11,Loyal,16,Loyal Customers,,Urmas,Rand
2112.0,136,3,820.4200000000001,3,3,3,9,Potential,12,Regular Customers,,Madis,Salu
2113.0,285,2,189.08,2,1,1,4,At Risk,5,At Risk,lea.kangur@yahoo.com,Lea,Kangur
2114.0,331,3,1037.37,1,3,4,8,Potential,12,Regular Customers,kristi.lill@yahoo.com,Kristi,Lill
2115.0,13,6,1635.44,5,5,5,15,VIP Champions,20,VIP Champions,anu.sild@yahoo.com,Anu,Sild
2117.0,160,4,2215.73,3,4,5,12,Loyal,17,VIP Champions,merike.koppel@outlook.com,Merike,Koppel
2118.0,102,3,611.11,4,3,2,9,Potential,11,Regular Customers,rasmus.sepp@gmail.com,Rasmus,Sepp
2119.0,51,6,1243.09,5,5,4,14,VIP Champions,18,VIP Champions,meelis.ilves@gmail.com,Meelis,Ilves
2120.0,268,3,805.1300000000001,2,3,3,8,Potential,11,Regular Customers,grete.kukk@hot.ee,Grete,Kukk
2121.0,237,2,302.84000000000003,2,1,1,4,At Risk,5,At Risk,katrin.roots@gmail.com,Katrin,Roots
2122.0,752,1,16.62,1,1,1,3,Lost,4,Lost,sander.nomm@mail.ee,Sander,Nõmm
2123.0,3,5,2336.15,5,4,5,14,VIP Champions,19,VIP Champions,peeter.veski@outlook.com,Peeter,Veski
2124.0,234,2,363.28000000000003,2,1,2,5,At Risk,7,At Risk,mart.rebane@telia.ee,Mart,Rebane
2126.0,60,2,263.86,5,1,1,7,Potential,8,New Customers,terje.kangur@yahoo.com,Terje,Kangur
2127.0,381,1,334.46,1,1,1,3,Lost,4,Lost,karin.mannik@gmail.com,Karin,Männik
2128.0,475,3,800.3199999999999,1,3,3,7,Potential,10,New Customers,kristi.kuusk@gmail.com,Kristi,Kuusk
2129.0,84,3,419.12,4,3,2,9,Potential,11,Regular Customers,anu.oja@mail.ee,Anu,Oja
2130.0,216,3,941.0699999999999,2,3,3,8,Potential,11,Regular Customers,marko.kaalep@mail.ee,Marko,Kaalep
2132.0,177,6,1806.17,3,5,5,13,VIP Champions,18,VIP Champions,sigrid.paas@gmail.com,Sigrid,Paas
2133.0,10,2,350.75,5,1,2,8,Potential,10,New Customers,margus.roots@mail.ee,Margus,Roots
2136.0,522,2,1102.95,1,1,4,6,At Risk,10,New Customers,hille.nomm@mail.ee,Hille,Nõmm
2137.0,232,4,976.27,2,4,3,9,Potential,12,Regular Customers,margus.kallas@telia.ee,Margus,Kallas
2139.0,297,2,284.13,2,1,1,4,At Risk,5,At Risk,grete.luik@mail.ee,Grete,Luik
2140.0,106,1,451.62,4,1,2,7,Potential,9,New Customers,henri.salu@mail.ee,Henri,Salu
2141.0,167,3,678.09,3,3,3,9,Potential,12,Regular Customers,aivar.lepik@mail.ee,Aivar,Lepik
2142.0,125,5,791.78,3,4,3,10,Loyal,13,Regular Customers,henri.mitt@telia.ee,Henri,Mitt
2143.0,220,8,2171.7999999999997,2,5,5,12,Loyal,17,VIP Champions,piret.nomm@hot.ee,Piret,Nõmm
2144.0,72,1,210.76,4,1,1,6,At Risk,7,At Risk,priit.orav@telia.ee,Priit,Orav
2147.0,75,1,558.86,4,1,2,7,Potential,9,New Customers,anna.sepp@outlook.com,Anna,Sepp
2148.0,107,1,411.78,4,1,2,7,Potential,9,New Customers,madis.lass@telia.ee,Madis,Lass
2149.0,245,2,543.76,2,1,2,5,At Risk,7,At Risk,ago.rand@yahoo.com,Ago,Rand
2150.0,11,1,229.55,5,1,1,7,Potential,8,New Customers,kulli.talvik@telia.ee,Külli,Talvik
2151.0,58,1,446.95,5,1,2,8,Potential,10,New Customers,,Tõnu,Valk
2153.0,299,2,397.71,2,1,2,5,At Risk,7,At Risk,maie.roots@hot.ee,Maie,Roots
2154.0,10,68,21750.25,5,5,5,15,VIP Champions,20,VIP Champions,annika.saar@telia.ee,Annika,Saar
2156.0,75,6,1494.33,4,5,5,14,VIP Champions,19,VIP Champions,rasmus.rosin@hot.ee,Rasmus,Rosin
2157.0,23,2,1131.46,5,1,4,10,Loyal,14,Loyal Customers,raivo.salu2@yahoo.com,Raivo,Salu
2158.0,145,2,1207.22,3,1,4,8,Potential,12,Regular Customers,rein.kull@telia.ee,Rein,Kull
2159.0,376,2,1070.58,1,1,4,6,At Risk,10,New Customers,,Rein,Luik
2160.0,392,2,598.4300000000001,1,1,2,4,At Risk,6,At Risk,rein.sild@hot.ee,Rein,Sild
2162.0,165,2,451.82,3,1,2,6,At Risk,8,New Customers,ants.kangur@telia.ee,Ants,Kangur
2163.0,8,5,2542.08,5,4,5,14,VIP Champions,19,VIP Champions,kadri.kull@hot.ee,Kadri,Kull
2165.0,129,2,610.4499999999999,3,1,2,6,At Risk,8,New Customers,rain.luik@telia.ee,Rain,Luik
2166.0,98,1,232.61,4,1,1,6,At Risk,7,At Risk,indrek.jarv@telia.ee,Indrek,Järv
2167.0,141,5,2032.9099999999999,3,4,5,12,Loyal,17,VIP Champions,,Ants,Kaalep
2168.0,669,3,881.22,1,3,3,7,Potential,10,New Customers,priit.luik@outlook.com,Priit,Luik
2169.0,200,1,53.01,3,1,1,5,At Risk,6,At Risk,henri.kangur@mail.ee,Henri,Kangur
2170.0,23,2,639.64,5,1,2,8,Potential,10,New Customers,lea.aas@hot.ee,Lea,Aas
2172.0,401,2,746.53,1,1,3,5,At Risk,8,New Customers,eha.kivi@hot.ee,Eha,Kivi
2174.0,215,3,2285.2200000000003,2,3,5,10,Loyal,15,Loyal Customers,piret.kask@telia.ee,Piret,Kask
2175.0,123,6,1342.4,3,5,4,12,Loyal,16,Loyal Customers,olev.kull@hot.ee,Olev,Kull
2176.0,165,3,777.0,3,3,3,9,Potential,12,Regular Customers,sandra.pihl@mail.ee,Sandra,Pihl
2177.0,460,1,141.05,1,1,1,3,Lost,4,Lost,reet.liiv@telia.ee,Reet,Liiv
2178.0,61,4,1435.76,5,4,4,13,VIP Champions,17,VIP Champions,karin.oja@mail.ee,Karin,Oja
2179.0,142,4,1374.26,3,4,4,11,Loyal,15,Loyal Customers,piret.must@yahoo.com,Piret,Must
2180.0,436,3,1515.6,1,3,5,9,Potential,14,Loyal Customers,sirje.kangur@outlook.com,Sirje,Kangur
2181.0,483,1,276.26,1,1,1,3,Lost,4,Lost,erkki.lass@gmail.com,Erkki,Lass
2182.0,68,1,26.79,4,1,1,6,At Risk,7,At Risk,jaak.kallas@hot.ee,Jaak,Kallas
2183.0,260,7,2139.4700000000003,2,5,5,12,Loyal,17,VIP Champions,kevin.puusepp@yahoo.com,Kevin,Puusepp
2184.0,464,2,553.85,1,1,2,4,At Risk,6,At Risk,ragnar.koiv@yahoo.com,Ragnar,Kõiv
2186.0,341,2,240.06,1,1,1,3,Lost,4,Lost,triin.tamm@mail.ee,Triin,Tamm
2187.0,81,5,1175.46,4,4,4,12,Loyal,16,Loyal Customers,aili.paas@outlook.com,Aili,Paas
2189.0,332,2,300.0,1,2,1,4,At Risk,5,At Risk,toomas.koppel@outlook.com,Toomas,Koppel
2190.0,38,2,942.11,5,2,3,10,Loyal,13,Regular Customers,vaino.mitt@yahoo.com,Väino,Mitt
2191.0,197,4,924.33,3,4,3,10,Loyal,13,Regular Customers,mihkel.pihl@hot.ee,Mihkel,Pihl
2192.0,67,10,3365.87,4,5,5,14,VIP Champions,19,VIP Champions,marit.talvik@mail.ee,Marit,Talvik
2193.0,85,3,1066.29,4,3,4,11,Loyal,15,Loyal Customers,urmas.toom@yahoo.com,Urmas,Toom
2195.0,13,4,660.09,5,4,3,12,Loyal,15,Loyal Customers,kersti.mets@gmail.com,Kersti,Mets
2196.0,2,9,3875.81,5,5,5,15,VIP Champions,20,VIP Champions,marika.must@outlook.com,Marika,Must
2197.0,76,4,2231.4,4,4,5,13,VIP Champions,18,VIP Champions,sandra.nomm@yahoo.com,Sandra,Nõmm
2198.0,37,1,458.02,5,1,2,8,Potential,10,New Customers,ulle.pold@mail.ee,Ülle,Põld
2199.0,94,1,347.16,4,1,1,6,At Risk,7,At Risk,riina.luik@mail.ee,Riina,Luik
2200.0,222,5,1998.45,2,4,5,11,Loyal,16,Loyal Customers,urmas.laas@outlook.com,Urmas,Laas
2201.0,257,2,172.52,2,2,1,5,At Risk,6,At Risk,kevin.pihl@gmail.com,Kevin,Pihl
2202.0,237,3,1708.3400000000001,2,3,5,10,Loyal,15,Loyal Customers,indrek.org@yahoo.com,Indrek,Org
2203.0,157,3,925.97,3,3,3,9,Potential,12,Regular Customers,,Ago,Kukk
2204.0,4,1,166.27,5,1,1,7,Potential,8,New Customers,ene.org@outlook.com,Ene,Org
2205.0,253,4,1399.27,2,4,4,10,Loyal,14,Loyal Customers,,Liina,Kivi
2206.0,201,5,628.34,3,4,2,9,Potential,11,Regular Customers,,Ago,Lõoke
2207.0,45,3,939.4599999999999,5,3,3,11,Loyal,14,Loyal Customers,kalev.magi@yahoo.com,Kalev,Mägi
2208.0,107,6,2265.19,4,5,5,14,VIP Champions,19,VIP Champions,rasmus.rand@mail.ee,Rasmus,Rand
2209.0,201,4,1238.66,3,4,4,11,Loyal,15,Loyal Customers,kersti.ilves@telia.ee,Kersti,Ilves
2210.0,92,2,723.3299999999999,4,2,3,9,Potential,12,Regular Customers,ulle.kaalep@mail.ee,Ülle,Kaalep
2211.0,292,3,760.31,2,3,3,8,Potential,11,Regular Customers,kevin.pihl2@gmail.com,Kevin,Pihl
2212.0,570,3,918.91,1,3,3,7,Potential,10,New Customers,,Henri,Roots
2213.0,164,3,1046.18,3,3,4,10,Loyal,14,Loyal Customers,,Pille,Veski
2214.0,705,1,574.44,1,1,2,4,At Risk,6,At Risk,maris.lepp@telia.ee,Maris,Lepp
2215.0,32,6,1537.23,5,5,5,15,VIP Champions,20,VIP Champions,karin.kaalep@gmail.com,Karin,Kaalep
2216.0,349,2,341.6,1,2,1,4,At Risk,5,At Risk,mihkel.org@telia.ee,Mihkel,Org
2217.0,205,4,1045.67,3,4,4,11,Loyal,15,Loyal Customers,aivar.paas@telia.ee,Aivar,Paas
2218.0,68,4,1374.1,4,4,4,12,Loyal,16,Loyal Customers,riina.lepp@outlook.com,Riina,Lepp
2219.0,143,1,181.11,3,1,1,5,At Risk,6,At Risk,arvo.tammik@outlook.com,Arvo,Tammik
2220.0,91,4,946.9200000000001,4,4,3,11,Loyal,14,Loyal Customers,reet.lepp@outlook.com,Reet,Lepp
2221.0,5,67,22439.71,5,5,5,15,VIP Champions,20,VIP Champions,riina.lill@mail.ee,Riina,Lill
2222.0,78,6,1309.96,4,5,4,13,VIP Champions,17,VIP Champions,marko.nomm@telia.ee,Marko,Nõmm
2223.0,584,3,784.34,1,3,3,7,Potential,10,New Customers,,Meelis,Kivi
2225.0,27,6,1077.19,5,5,4,14,VIP Champions,18,VIP Champions,meelis.tamm@yahoo.com,Meelis,Tamm
2226.0,181,4,702.0,3,4,3,10,Loyal,13,Regular Customers,olev.arro@hot.ee,Olev,Arro
2227.0,99,4,1040.72,4,4,4,12,Loyal,16,Loyal Customers,mihkel.rosin@yahoo.com,Mihkel,Rosin
2228.0,17,5,952.6,5,4,3,12,Loyal,15,Loyal Customers,mart.lohmus@hot.ee,Mart,Lõhmus
2229.0,44,1,592.8,5,1,2,8,Potential,10,New Customers,liis.liiv@hot.ee,Liis,Liiv
2230.0,495,4,814.97,1,4,3,8,Potential,11,Regular Customers,juri.veski@mail.ee,Jüri,Veski
2231.0,157,3,1071.04,3,3,4,10,Loyal,14,Loyal Customers,enn.raid@gmail.com,Enn,Raid
2233.0,86,1,989.97,4,1,4,9,Potential,13,Regular Customers,andres.laas@gmail.com,Andres,Laas
2235.0,81,4,988.37,4,4,4,12,Loyal,16,Loyal Customers,kristi.nomm@gmail.com,Kristi,Nõmm
2236.0,191,2,235.49,3,2,1,6,At Risk,7,At Risk,rasmus.veski@gmail.com,Rasmus,Veski
2238.0,60,2,447.65999999999997,5,2,2,9,Potential,11,Regular Customers,tonu.kull@gmail.com,Tõnu,Kull
2239.0,101,1,184.07,4,1,1,6,At Risk,7,At Risk,sander.ilves@gmail.com,Sander,Ilves
2240.0,22,6,1603.35,5,5,5,15,VIP Champions,20,VIP Champions,urmas.lass@outlook.com,Urmas,Lass
2241.0,258,3,612.84,2,3,2,7,Potential,9,New Customers,lea.mets@telia.ee,Lea,Mets
2242.0,24,5,1695.49,5,4,5,14,VIP Champions,19,VIP Champions,ene.kull@hot.ee,Ene,Kull
2243.0,236,3,1078.13,2,3,4,9,Potential,13,Regular Customers,anna.veski@yahoo.com,Anna,Veski
2244.0,30,3,631.3900000000001,5,3,2,10,Loyal,12,Regular Customers,aivar.ilves@gmail.com,Aivar,Ilves
2245.0,102,4,1660.2800000000002,4,4,5,13,VIP Champions,18,VIP Champions,kevin.liiv@yahoo.com,Kevin,Liiv
2246.0,38,2,126.08000000000001,5,2,1,8,Potential,9,New Customers,kadri.nurk@gmail.com,Kadri,Nurk
2247.0,191,3,1006.4100000000001,3,3,4,10,Loyal,14,Loyal Customers,kulli.pihl@hot.ee,Külli,Pihl
2248.0,559,3,1829.2,1,3,5,9,Potential,14,Loyal Customers,kristiina.lill@mail.ee,Kristiina,Lill
2249.0,73,2,582.76,4,2,2,8,Potential,10,New Customers,ago.koppel@yahoo.com,Ago,Koppel
2250.0,331,2,269.53999999999996,1,2,1,4,At Risk,5,At Risk,heino.kivi@telia.ee,Heino,Kivi
2251.0,219,3,718.16,2,3,3,8,Potential,11,Regular Customers,rein.orav@gmail.com,Rein,Orav
2252.0,60,4,1381.27,5,4,4,13,VIP Champions,17,VIP Champions,reet.laas@outlook.com,Reet,Laas
2253.0,453,1,307.24,1,1,1,3,Lost,4,Lost,kati.luik@telia.ee,Kati,Luik
2254.0,498,1,848.85,1,1,3,5,At Risk,8,New Customers,kristjan.roots@telia.ee,Kristjan,Roots
2255.0,92,3,577.66,4,3,2,9,Potential,11,Regular Customers,nele.rebane@yahoo.com,Nele,Rebane
2256.0,169,5,2433.85,3,4,5,12,Loyal,17,VIP Champions,urmas.pold@mail.ee,Urmas,Põld
2257.0,90,8,2670.39,4,5,5,14,VIP Champions,19,VIP Champions,katrin.jarv@mail.ee,Katrin,Järv
2258.0,116,1,15.09,4,1,1,6,At Risk,7,At Risk,enn.saar@telia.ee,Enn,Saar
2259.0,292,3,646.35,2,3,2,7,Potential,9,New Customers,margus.laas@telia.ee,Margus,Laas
2260.0,111,2,317.53000000000003,4,2,1,7,Potential,8,New Customers,karin.org@outlook.com,Karin,Org
2261.0,39,3,887.48,5,3,3,11,Loyal,14,Loyal Customers,kristjan.rand@outlook.com,Kristjan,Rand
2262.0,745,1,304.14,1,1,1,3,Lost,4,Lost,mart.looke@mail.ee,Mart,Lõoke
2264.0,63,5,528.28,4,4,2,10,Loyal,12,Regular Customers,katrin.laas@yahoo.com,Katrin,Laas
2265.0,387,4,1683.88,1,4,5,10,Loyal,15,Loyal Customers,sander.magi@hot.ee,Sander,Mägi
2266.0,220,2,371.47,2,2,2,6,At Risk,8,New Customers,toomas.kivi@telia.ee,Toomas,Kivi
2267.0,184,3,1240.48,3,3,4,10,Loyal,14,Loyal Customers,terje.tamm@gmail.com,Terje,Tamm
2269.0,23,2,381.59999999999997,5,2,2,9,Potential,11,Regular Customers,merle.mets@outlook.com,Merle,Mets
2270.0,79,7,2488.45,4,5,5,14,VIP Champions,19,VIP Champions,hille.sepp@outlook.com,Hille,Sepp
2271.0,8,1,231.13,5,1,1,7,Potential,8,New Customers,liis.pold@hot.ee,Liis,Põld
2272.0,21,8,1747.43,5,5,5,15,VIP Champions,20,VIP Champions,taavi.pihl@hot.ee,Taavi,Pihl
2273.0,589,1,541.98,1,1,2,4,At Risk,6,At Risk,kaido.liiv@outlook.com,Kaido,Liiv
2274.0,142,3,417.47,3,3,2,8,Potential,10,New Customers,,Grete,Mets
2275.0,65,3,858.98,4,3,3,10,Loyal,13,Regular Customers,,Sirje,Järv
2276.0,346,2,693.0,1,2,3,6,At Risk,9,New Customers,kalev.kukk@yahoo.com,Kalev,Kukk
2277.0,320,4,1599.3400000000001,2,4,5,11,Loyal,16,Loyal Customers,meelis.lepp@outlook.com,Meelis,Lepp
2279.0,9,5,2683.8599999999997,5,4,5,14,VIP Champions,19,VIP Champions,ants.puusepp@gmail.com,Ants,Puusepp
2281.0,94,5,1148.76,4,4,4,12,Loyal,16,Loyal Customers,maris.kuusik@telia.ee,Maris,Kuusik
2282.0,78,3,732.34,4,3,3,10,Loyal,13,Regular Customers,margus.parn@hot.ee,Margus,Pärn
2284.0,635,1,210.36,1,1,1,3,Lost,4,Lost,liis.jarv@outlook.com,Liis,Järv
2285.0,44,5,2925.69,5,4,5,14,VIP Champions,19,VIP Champions,maie.parn@hot.ee,Maie,Pärn
2286.0,67,1,727.29,4,1,3,8,Potential,11,Regular Customers,juri.salu@yahoo.com,Jüri,Salu
